#Aplicación Presupuestaria,Programa,,Fecha,CIF,Tercero,Concepto,Importe
Energía eléctrica,340,22100,2015-03-12,A81948077,ENDESA ENERGIA S.A.U.,Consumo P1         P1,557.77
Energía eléctrica,920,22100,2015-03-12,A81948077,ENDESA ENERGIA S.A.U.,Consumo P1         P1,722.04
Energía eléctrica,920,22100,2015-03-12,A81948077,ENDESA ENERGIA S.A.U.,Consumo P1         P1,794.6
Energía eléctrica,920,22100,2015-03-12,A81948077,ENDESA ENERGIA S.A.U.,Consumo P1         P1,836.58
Energía eléctrica,920,22100,2015-03-12,A81948077,ENDESA ENERGIA S.A.U.,Consumo P1         P1,981.75
Energía eléctrica,920,22100,2015-03-12,A81948077,ENDESA ENERGIA S.A.U.,FACTURACION DEL CONSUMO         P1,778.15
Energía eléctrica,920,22100,2015-03-12,A81948077,ENDESA ENERGIA S.A.U.,Potencia         P1,202.82
Energía eléctrica,920,22100,2015-03-12,B82846825,ENDESA ENERGIA XXI S.L.,Consumo P1         P1,60.86
Energía eléctrica,920,22100,2015-03-12,B82846825,ENDESA ENERGIA XXI S.L.,Consumo P1         P1,123.87
Energía eléctrica,920,22100,2015-03-12,B82846825,ENDESA ENERGIA XXI S.L.,FACTURACION DEL CONSUMO         P1,301.9
Fiestas del Municipio,338,22611,2015-03-12,B38204889,PRODUCCIONES O.Y.E. S.L.,"Servicios Realizados el día 12  de Marzo de 2015 en Los Crist ianos-Arona,",2942.5
Fiestas del Municipio,338,22611,2015-03-12,B38621850,FERRETERIA HERMALAY S.L.,Material para Carnaval 2015. C oncejalia de Fiestas.,1691.87
Ordinario no inventariable,920,22000,2015-03-12,A28122125,CANON ESPAÑA S.A.,"Prestación Suministro Papel De pendencias Municipales, Expte  1/15-CCSU",7168.8
Postales,920,22201,2015-03-12,B38601175,SERVICIOS INTEGRALES DE CORRESPONDENCIA TENERIFE S,"Servicio Correspondencia 12/3/ 15, Rentas 667",68.49
Combustibles y carburantes,920,22103,2015-03-13,A81948077,ENDESA ENERGIA S.A.U.,Consumo P1         P1,374.01
Energía eléctrica,340,22100,2015-03-13,A81948077,ENDESA ENERGIA S.A.U.,Consumo P1         P1,1138.22
Energía eléctrica,920,22100,2015-03-13,A81948077,ENDESA ENERGIA S.A.U.,Consumo P1         P1,252.79
Energía eléctrica,920,22100,2015-03-13,A81948077,ENDESA ENERGIA S.A.U.,Consumo P1         P1,374.01
Energía eléctrica,920,22100,2015-03-13,A81948077,ENDESA ENERGIA S.A.U.,Consumo P1         P1,415.41
Energía eléctrica,920,22100,2015-03-13,A81948077,ENDESA ENERGIA S.A.U.,Consumo P1         P1,550.61
Energía eléctrica,920,22100,2015-03-13,B82846825,ENDESA ENERGIA XXI S.L.,Consumo P1         P1,208.18
Fiestas del Municipio,338,22611,2015-03-13,A38010856,AGUAS DE VILAFLOR S.A.,"Botellines Agua 33 cl, unidade s 2030, Concejalía Fiestas",393.82
Fiestas del Municipio,338,22611,2015-03-13,B38621850,FERRETERIA HERMALAY S.L.,Cinta Balizamiento para Coso-S ardina Carnaval. Concejalía de  Fiestas,256.21
Material informático no inventariable,920,22002,2015-03-13,A64728918,T- INNOVA INGENIERIA APLICADA S.A.,"Contrato 2015,Deporwin y C.Acc eso",5325.02
Fiestas del Municipio,338,22611,2015-03-14,B38751475,J.D.J. PARK MUSIC S.L.,"Actuaciòn de Maquinaria Band e l día 14/03/15, en Los Carnava les Los Cristianos",1498
Fiestas del Municipio,338,22611,2015-03-14,B38896254,SONIDO E ILUMINACION DINAMICA SL,"Realización Act.Musical Orques ta Deliciosa en 13/3/15, Carna val los cristianos",963
"Suministros de repuestos de maquinaria, utillaje",130,22111,2015-03-14,B38342424,NEUMATICOS ATLANTICO S.L.,Adquisicion 4 Cubiertas 0705CV G. Policia Local.,187.99
Fiestas del Municipio,338,22611,2015-03-15,B38280764,TRANSPORTES BARRERA CHINEA S. L.,"OROTAVA-ARONA Y RGSO - COLEGI  CASA AZUL OROTAVA, Carnavales  Arona 2015",1133
Fiestas del Municipio,338,22611,2015-03-15,J38890836,ASOCIACION SOCIOCULTURAL BANDA MUSICA ARONA,"Actuacion Banda musica Arona , el 15/03/15, Carnaval de Aro na",800
Informáticas,920,22203,2015-03-15,A62186556,VODAFONE ONO S.A.U.,Servicios de telecomunicacione s facturados(15/03/15 - 14/04/ 15)---,2684.79
Publicidad y Propaganda,920,22602,2015-03-15,A38011623,CANARIA DE AVISOS S.A.,"04/03/2015 1 531455 AYTO.ARON (ANUNCIO IMPUESTO DE VEHÍCULOS rECOGIDA DE BASURAS 1º semestr e y VADOS) 2X3,PAG.10",269.64
Publicidad y Propaganda,920,22602,2015-03-15,A38011623,CANARIA DE AVISOS S.A.,"07/03/2015 1 531534 AYTO.ARON (L.AUTOTAXIS) 2x2, pag 12",179.76
"Reparaciones, man. y conserv. Edificios y otras co",920,21200,2015-03-15,B38889911,"INVERSIONES MARTIN DORTA, S.L.",Adquisicion 2 llaves,2.4
"Reuniones, Conferencias y Cursos",241,22606,2015-03-15,A38011623,CANARIA DE AVISOS S.A.,"Publicado el 15/3/15, pag 25 ""  la Aventura de Diana""",454.75
Telefónicas,920,22204,2015-03-15,A62186556,VODAFONE ONO S.A.U.,Servicios de telecomunicacione s facturados (15/02/15 - 14/03 /15)---,1123.5
Telefónicas,920,22204,2015-03-15,A62186556,VODAFONE ONO S.A.U.,Servicios de telecomunicacione s facturados(15/03/15 - 14/04/ 15)---,2684.79
Energía eléctrica,150,22100,2015-03-16,A81948077,ENDESA ENERGIA S.A.U.,Consumo P1         P1,609.1
Energía eléctrica,320,22100,2015-03-16,A81948077,ENDESA ENERGIA S.A.U.,Consumo P1         P1,315.25
Energía eléctrica,920,22100,2015-03-16,A81948077,ENDESA ENERGIA S.A.U.,Consumo P1         P1,390.35
Energía eléctrica,920,22100,2015-03-16,A81948077,ENDESA ENERGIA S.A.U.,Consumo P1         P1,437.46
Energía eléctrica,920,22100,2015-03-16,A81948077,ENDESA ENERGIA S.A.U.,Consumo P1         P1,530.09
Energía eléctrica,920,22100,2015-03-16,A81948077,ENDESA ENERGIA S.A.U.,Consumo P1         P1,615.57
Energía eléctrica,920,22100,2015-03-16,A81948077,ENDESA ENERGIA S.A.U.,Consumo P1         P1,859.76
Energía eléctrica,920,22100,2015-03-16,B82846825,ENDESA ENERGIA XXI S.L.,FACTURACION DEL CONSUMO         P1,186.92
Energía eléctrica,920,22100,2015-03-16,B82846825,ENDESA ENERGIA XXI S.L.,FACTURACION DEL CONSUMO         P1,386.34
Estudios y trabajos técnicos,150,22706,2015-03-16,G38586319,FUNDACION NEOTROPICO,"Material fotografico, textos, diseño, desarrollo y maquetaci on. Exposicion ""Lagarto Motead o de Tenerife"". M.Ambiente",3000
Fiestas del Municipio,338,22611,2015-03-16,B38571261,BAILANDO PRODUCCIOENS ARTISTICAS S.L.,Actuación Orquesta Malibú Band  día 13 de Marzo 2015. Carnava l de Los Cristianos. Concejalí a de Fiestas,1498
Fiestas del Municipio,338,22611,2015-03-16,B38645735,AINHFER S.L.,Escenario en Recinto de Fiesta s-Los Cristianos 25/02/15 - 16 /03/15.Carnaval Arona 2015. Co ncejalía de Fiestas,4601
Fiestas del Municipio,338,22611,2015-03-16,B38645735,AINHFER S.L.,Grada Montaje-Desmontaje-Alqui ler-Transporte. Evento Certame n de Murgas del Carnaval de Ar ona 2015.Recinto de Fiestas,770.4
Fiestas del Municipio,338,22611,2015-03-16,B38645735,AINHFER S.L.,Montaje de un escenario Plaza de la Pescadora  dias 13-03-15  - 16/03/2015.Carnaval de Dia Arona-2015.,1027.2
Fiestas del Municipio,338,22611,2015-03-16,B38694469,"FRAGA ALVAREZ, S.L.",Carburante .Carnaval Arona 201 5.Concejalía de Fiestas,4282.39
Fiestas del Municipio,338,22611,2015-03-16,B38909461,"TRANSPORTES MESA LA FORTALEZA, S.L.","Explanar Terreno y Acondiciona r Frente Av.Chayofita, Terreno  Municipal para Celebracion Fi estas",2821.27
Fiestas del Municipio,338,22611,2015-03-16,B76584705,ALCUR,"25 Vallas Antipanico, Transpor te y Montaje- Carnaval Arona",968.35
Fiestas del Municipio,338,22611,2015-03-16,B76603042,PARTY HOBBY S.L.,MONTAJE/DESMONTAJE DE SILLAS  MESAS DE JURADO PARA EL CARN VAL DE ARONA 2015: VIERNES 6 E MARZO EN EL RECINTO DEL CAR,2835.5
Mantenimiento Aire Acondicionado,920,21304,2015-03-16,B38929592,"SOLCLIMA DISTRIBUCIONES TENERIFE SUR, S.L.",1 Trimestre Mantenimiento - C. Cultural Valle San Lorenzo,499.69
Mantenimiento Aire Acondicionado,920,21304,2015-03-16,B38929592,"SOLCLIMA DISTRIBUCIONES TENERIFE SUR, S.L.",1 Trimestre Mantenimiento- Aud itorio  Infanta Leonor,499.69
Mantenimiento Aire Acondicionado,920,21304,2015-03-16,B38929592,"SOLCLIMA DISTRIBUCIONES TENERIFE SUR, S.L.","1 Trimestre Mantenimiento, C.C ultural la Camella",499.69
Mantenimiento Aire Acondicionado,920,21304,2015-03-16,B38929592,"SOLCLIMA DISTRIBUCIONES TENERIFE SUR, S.L.",1 Trimestre Mantenimiento-CPD C.Cultural los Cristianos,337.05
Mantenimiento Aire Acondicionado,920,21304,2015-03-16,B38929592,"SOLCLIMA DISTRIBUCIONES TENERIFE SUR, S.L.","1 Trimestre Mantenimiento-CPD,  C.Cultural las Galletas",337.05
Mantenimiento Aire Acondicionado,920,21304,2015-03-16,B38929592,"SOLCLIMA DISTRIBUCIONES TENERIFE SUR, S.L.",1Trimestre Mantenimiento - C.C ultural Cabo Blanco,499.69
Publicidad y Propaganda,920,22602,2015-03-16,B38855516,ESTUDIOS ABONA PRODUCCIONES S.L.,"Produccin y Difusión Televisi va Noticias Municipales de Aro na, mes Marzo 2015.",1500
Repar. conserv. y man. elementos de transporte,132,21400,2015-03-16,B38233912,SERVICIOS E LEON S.L.,"Juegos Escobillas, Rep.Arranqu e, 9144-FZW",48.48
Reparación Calzada C/ México.,1532,21201,2015-03-16,B38909461,"TRANSPORTES MESA LA FORTALEZA, S.L.","Reparación de  Calzada en Cal e México, Playa de las Améric s, Expte 2/2013-CSPO",6289.43
Energía eléctrica,150,22100,2015-03-17,A81948077,ENDESA ENERGIA S.A.U.,Consumo P1         P1,291.23
Energía eléctrica,320,22100,2015-03-17,A81948077,ENDESA ENERGIA S.A.U.,Consumo P1         P1,430.16
Energía eléctrica,320,22100,2015-03-17,A81948077,ENDESA ENERGIA S.A.U.,Consumo P1         P1,738.2
Energía eléctrica,320,22100,2015-03-17,A81948077,ENDESA ENERGIA S.A.U.,FACTURACION DEL CONSUMO         P1,65.86
Energía eléctrica,920,22100,2015-03-17,A81948077,ENDESA ENERGIA S.A.U.,Consumo P1         P1,326.66
Energía eléctrica,920,22100,2015-03-17,B82846825,ENDESA ENERGIA XXI S.L.,Consumo P1         P1,92.35
Energía eléctrica,920,22100,2015-03-17,B82846825,ENDESA ENERGIA XXI S.L.,Consumo P1         P1,180.85
Energía eléctrica,920,22100,2015-03-17,B82846825,ENDESA ENERGIA XXI S.L.,FACTURACION DEL CONSUMO         P1,2206.15
Fiestas del Municipio,338,22611,2015-03-17,B38296356,CAMIONES TEIDE SUR S.L.,Servicio de Transporte actos d el Carnaval celebrado el dia 1 5/03/2015 en Los Cristianos-Ar ona.,3244.5
Fiestas del Municipio,338,22611,2015-03-17,B38418653,SANITARIOS PORTATILES S.L.,"Alquiler Equipos Sanitarios, C arnavales 2015. Concejalía de Fiestas.Carnaval Arona",4387
Fiestas del Municipio,338,22611,2015-03-17,B38436499,TECNISUR TENERIFE S.L.,"Cuota Carnavales 2015, 6-16 Ma rzo de 2015",282.48
Fiestas del Municipio,338,22611,2015-03-17,B76603042,PARTY HOBBY S.L.,"PARQUE LUDICO INFANTIL EN LOS CARNAVALES 2015 DE LOS CRISTI NOS: SALON SHERIFF, RAMPA PIT FO, LUDOTECA INFANTIL CON ELE",4173
Fiestas del Municipio,338,22611,2015-03-17,B76603042,PARTY HOBBY S.L.,"SONIDO E ILUMINACIÓN PARA ESC NARIO EN LA PLAZA DE LA PESCA ORA. DÍAS 13,14,15 Y 16 DE MA ZO DE 2015, Carnaval 2015",1712
Fiestas del Municipio,338,22611,2015-03-17,G38098224,ASOCIACION DE BOMBEROS VOLUNTARIOS,"Asistencia a los Retenes Carna val de Arona  2015:Eleccion Re ina Infantil, Reina,Drag Queen ,C.Dia, Coso",2900
"Prensa, revistas, libros y otras publicaciones",920,22001,2015-03-17,A58417346,WOLTERS KLUWER ESPAÑA S.A.,"(2015053) CODIGO ELECTORAL 8ª EDICION, Secretaria",133
Productos alimenticios,920,22105,2015-03-17,B38641387,"FUENTE AZUL CIA. DE AGUAS, S.L.","Cuota de Servicio, 16 Botellon es Agua- Registro",118.88
Productos alimenticios,920,22105,2015-03-17,B38641387,"FUENTE AZUL CIA. DE AGUAS, S.L.","Cuota de Servicio, 2 Botellone s Agua- Juventud",24.63
Productos alimenticios,920,22105,2015-03-17,B38641387,"FUENTE AZUL CIA. DE AGUAS, S.L.","Cuota de Servicio, 21Botellone s Agua-Plusvalia",162.12
Productos alimenticios,920,22105,2015-03-17,B38641387,"FUENTE AZUL CIA. DE AGUAS, S.L.","Cuota de Servicio, 3 Botellone s Agua, Serv.Obras Estructura",31.02
Productos alimenticios,920,22105,2015-03-17,B38641387,"FUENTE AZUL CIA. DE AGUAS, S.L.","Cuota de Servicio, 3Botellones  Agua-Archivo Municipal",31.02
Productos alimenticios,920,22105,2015-03-17,B38641387,"FUENTE AZUL CIA. DE AGUAS, S.L.","Cuota de Servicio, 4 Botellone s Agua, 1 Caja Vasos-Alcaldia",51.4
Productos alimenticios,920,22105,2015-03-17,B38641387,"FUENTE AZUL CIA. DE AGUAS, S.L.","Cuota de Servicio, 4 Botellone s Agua, Recaudación",38.15
Productos alimenticios,920,22105,2015-03-17,B38641387,"FUENTE AZUL CIA. DE AGUAS, S.L.","Cuota de Servicio, 5 Botellone s Agua- Cementerio",43.38
Productos alimenticios,920,22105,2015-03-17,B38641387,"FUENTE AZUL CIA. DE AGUAS, S.L.","Cuota de Servicio, Tesoreria",9.63
Productos alimenticios,920,22105,2015-03-17,B38641387,"FUENTE AZUL CIA. DE AGUAS, S.L.","Cuota de Servicio., 17 Botello nes Agua, 1 Caja Vasos-Poli    cia",124.88
Productos alimenticios,920,22105,2015-03-17,B38641387,"FUENTE AZUL CIA. DE AGUAS, S.L.","Cuota de Servicio., 3 Botellon es Agua-Informatica.",31.02
Productos alimenticios,920,22105,2015-03-17,B38641387,"FUENTE AZUL CIA. DE AGUAS, S.L.","Cuota de Servicio., 3Botellone s Agua-Urbanismo",31.02
Productos alimenticios,920,22105,2015-03-17,B38641387,"FUENTE AZUL CIA. DE AGUAS, S.L.","Cuota Servicio, 6 Botellones A gua- Medio Ambiente.",50.13
Repar. conserv. y man. elementos de transporte,132,21400,2015-03-17,B38233912,SERVICIOS E LEON S.L.,"Bateria,Sirena- 1548-DWG",140.99
Servicios de Recaudación,931,22708,2015-03-17,S3826006C,DELEGACION PROVINCIAL HACIENDA,"Resultado Liquidacion Servicio  Recaudacion Febrero 2015, Apl icacion Convenio FEMP-AEAT",719.49
Fiestas del Municipio,338,22611,2015-03-18,B38509170,COMERCIAL RAECAN S.L.,4 Kabukis dia 12.03.2015 Gala Eleccion Reina Adulta. Carnava l Los Cristianos 2015.,206
Fiestas del Municipio,338,22611,2015-03-18,B38509170,COMERCIAL RAECAN S.L.,Fuegos Artificiales actos Carn aval 2015.,1359.6
Fiestas del Municipio,338,22611,2015-03-18,B38757159,HERNANDEZ CABRERA E HIJAS S.L.,Material Vario de Merceria par a el Carnaval 2015,756.4
Fiestas del Municipio,338,22611,2015-03-18,B76559681,"BRUJULA SEGURIDAD,S.L.","Zona Custodiada Plaza Ayuntami ento y Colegio,dias 15,16 y 17  Marzo 2015.Fiesta S. Antonio  Abad 2015. Fact. Rectif.125/15",1219.8
Fiestas del Municipio,338,22611,2015-03-18,B76656404,ANIMA EVENTOS TENERIFE S.L.,Reparto de publicidad Carnaval  Arona 2015. Concejalia de Fie stas,3852
Inversiones en la Red de Agua,452,60610,2015-03-18,A76624345,CANARAGUA CONCESIONES S.A.,"Nueva Acometida en CL Mazape,4  ,Vvda 11, Barriada Hermano P  edro",103.47
Material Convenios Fomento Empleo,241,22612,2015-03-18,B38621850,FERRETERIA HERMALAY S.L.,Adquisicion Pintura Titanit. C oncejalia Promocion Economica.,60.77
Material informático no inventariable,920,22002,2015-03-18,B35307693,"QWERTY SISTEMAS, S.L.","LP HP LaserJet *Kit Fusor 220 , Suministro Consumibles Impre soras y Fungibles, Expte 1/13  -carsu",338.4
Ordinario no inventariable,130,22000,2015-03-18,B38081790,THE RED PEN S.L.,10 Talonarios x 25 juegos - Le y 38/1992. Impuestos Especiale s.,90.95
Ordinario no inventariable,130,22000,2015-03-18,B38081790,THE RED PEN S.L.,"200 Pegatinas de Precintando,  Policia local",74.9
Ordinario no inventariable,130,22000,2015-03-18,B38081790,THE RED PEN S.L.,500 Carpetas de Atestados- Tro queladas y Solapa Pegada- Poli cia local,417.3
Productos alimenticios,920,22105,2015-03-18,B38641387,"FUENTE AZUL CIA. DE AGUAS, S.L.","Cuota Servicio, 5 Botellones A gua, 1 Caja Vasos-Sac las gal. letas",56.63
Repar. conserv. y man. elementos de transporte,132,21400,2015-03-18,B38233912,SERVICIOS E LEON S.L.,"Juegos Escobillas, Reparación Arranque 9150-FZW",48.48
"Reuniones, conferencia y cursos",924,22606,2015-03-18,B38460713,AREA RURAL TEGUESTE SLU,"Escuela Formacion Ciudadania "" Taller5 Fortaleciendo Nuestr a Inteligencia Emocional y Rel acional- Participaci?n Ciudada",267.5
Energía eléctrica,150,22100,2015-03-19,B82846825,ENDESA ENERGIA XXI S.L.,FACTURACION DEL CONSUMO         P1,58.67
Energía eléctrica,320,22100,2015-03-19,B82846825,ENDESA ENERGIA XXI S.L.,FACTURACION DEL CONSUMO         P1,256.97
Fiestas del Municipio,338,22611,2015-03-19,B38987368,"A.D.E.S. SIGLO 21, S.L.","Hospital de Campaña dias 13, 1 4 y 15 de Marzo 2015.Carnaval de Los Cristianos.",2900
Fiestas del Municipio,338,22611,2015-03-19,B38987368,"A.D.E.S. SIGLO 21, S.L.",Servicio Ambulancia desde el d ia 06 de Marzo de 2015 hasta e l dia 16 de Marzo 2015.Carnava l Los Cristianos.Conc. Fiestas,2712
Ordinario no inventariable,130,22000,2015-03-19,B38081790,THE RED PEN S.L.,20 Talonarios de 25- Seguridad   Ciudadana de 501-1000,214
Postales,920,22201,2015-03-19,B38601175,SERVICIOS INTEGRALES DE CORRESPONDENCIA TENERIFE S,Servicio 19/3/15- Catastro Not  901,14.94
Productos de limpieza y aseo,920,22110,2015-03-19,B28984094,SOLUCIONES TECNICAS NCH ESPAÑOLA S.L.,"Screen Clean, 30 Tablets (5 bl isters)- Policia local",211.21
Repar. conserv. y man. elementos de transporte,132,21400,2015-03-19,B38905774,FRANELIPAL S.L.,Reparación Vehículo TF1492DWG.,577.8
"Reparaciones, man. y conserv. Edificios y otras co",920,21200,2015-03-19,B38621850,FERRETERIA HERMALAY S.L.,Material de Ferreter?a.Colegio  CEIP P?rez DE Valero. Obra e Infrarctuctura,146.62
"Reuniones, Conferencias y Cursos",241,22606,2015-03-19,B75106690,CONTENIDOS Y PROYECTOS ISLIZ S.L.,"Jornada dirigida a emprendedor es y empresarios ""La Aventura de Diana""  día 18 de Marzo 201 5 en el Centro Cultural Los Cr",2240
Energía eléctrica,320,22100,2015-03-20,B82846825,ENDESA ENERGIA XXI S.L.,FACTURACION DEL CONSUMO         P1,1181.79
Energía eléctrica,340,22100,2015-03-20,A81948077,ENDESA ENERGIA S.A.U.,FACTURACION DEL CONSUMO         P1,320.33
Energía eléctrica,340,22100,2015-03-20,B82846825,ENDESA ENERGIA XXI S.L.,FACTURACION DEL CONSUMO         P1,1109.53
Energía eléctrica,920,22100,2015-03-20,B82846825,ENDESA ENERGIA XXI S.L.,FACTURACION DEL CONSUMO         P1,65.86
Energía eléctrica,920,22100,2015-03-20,B82846825,ENDESA ENERGIA XXI S.L.,Potencia         P1,49.92
Estudios y Trabajos Técnicos,920,22706,2015-03-20,G28783991,"FEMP, FEDERACION ESPAÑOLA DE MUNICIPIOS Y PROV.",Cuota Red EspaÑola Ciudades po r el Clima 2015. AlcaldIa.,300
Material informático no inventariable,920,22002,2015-03-20,B35307693,"QWERTY SISTEMAS, S.L.",Mantenimiento  Hardware,16109.92
Publicidad y Propaganda,920,22602,2015-03-20,A38615290,TELE CANAL 4 TENERIFE S.A.,01/01/2015 Producción y graba ión del mensaje institucional del alcalde por las navidades y año nuevo. 14/01/15 Arona c,5350
Publicidad y Propaganda,920,22602,2015-03-20,A38615290,TELE CANAL 4 TENERIFE S.A.,07/01/15 Los Reyes Magos visi an Los Cristianos. Reportaje mplio y cobertura especial e ntegra.,2568
"Reparaciones, Mante. y conserv. Maquinaria e Inst.",929,21300,2015-03-20,B76595370,CERRAJERIA MUNDO LLAVE S.L.U.,Servicio Centro Cultural Los C ristianos .Mano de Obra/Servic ios de reparación de bocallave  y Desplazamiento Incluído. Te,96.3
Actividades Socioculturales,3271,22609,2015-03-21,J76634716,LA PULGADA PRODUCCIONES AUDIOVISUALES SCP,"5 Servicios Prestados en la Gr abacion de los Plenos Juvenile s,dias 5 y 13 Febrero 13,19,20 Marzo 2015-Conoce tu Municipio",880
Energía eléctrica,150,22100,2015-03-23,B82846825,ENDESA ENERGIA XXI S.L.,FACTURACION DEL CONSUMO         P1,95.32
Energía eléctrica,320,22100,2015-03-23,A81948077,ENDESA ENERGIA S.A.U.,FACTURACION DEL CONSUMO         P1,289.23
Energía eléctrica,920,22100,2015-03-23,A81948077,ENDESA ENERGIA S.A.U.,FACTURACION DEL CONSUMO         P1,987.24
Energía eléctrica,920,22100,2015-03-23,B82846825,ENDESA ENERGIA XXI S.L.,FACTURACION DEL CONSUMO         P1,421.34
Energía eléctrica,920,22100,2015-03-23,B82846825,ENDESA ENERGIA XXI S.L.,FACTURACION DEL CONSUMO         P1,1813.22
Energía eléctrica,920,22100,2015-03-23,B82846825,ENDESA ENERGIA XXI S.L.,Potencia         P1,5.81
Fiestas del Municipio,338,22611,2015-03-23,B76506419,ON LIFE FM S.L.U.,"Cuñas Publicitarias  del 10-3- 15-15/04/15, Carnaval Arona.Eu ropa FM 99.3 y 99.5.",149.8
Plan de Promoción Económica,433,22614,2015-03-23,B76506419,ON LIFE FM S.L.U.,"Cuñas San Valentin, Final Reba jas, Carnaval- Promocion Ec",192.6
Productos alimenticios,920,22105,2015-03-23,B38641387,"FUENTE AZUL CIA. DE AGUAS, S.L.","Cuota Servicio, 5 Botellones A gua ,C.Civico Cabo Blanco",43.38
Repar. conserv. y man. elementos de transporte,132,21400,2015-03-23,B76629948,MDT REPARACION E INSTLACION DE MAQUINARIA DE TALLER,Kit Reparacion de Maquina de A gua a Presion e Instalacion,316.72
"Reuniones, Conferencias y Cursos",241,22606,2015-03-23,B38280764,TRANSPORTES BARRERA CHINEA S. L.,VALLE SAN LORENZO-TACORONTE Y RGSO - ENTRADA VALLE S.LORENZ  HIPER AGRO- Curso Manipulador  Alimentos Fitosanitarios,226.6
Energía eléctrica,920,22100,2015-03-24,A81948077,ENDESA ENERGIA S.A.U.,FACTURACION DEL CONSUMO         P1,385.08
Energía eléctrica,920,22100,2015-03-24,B82846825,ENDESA ENERGIA XXI S.L.,Consumo P1         P1,174.35
