#Organikoa,Funtzionala,Ekonomikoa,R,Aplikazioaren izena,2024ko Hasierako kreditua,2024ko Behin-betiko kreditua,O
244003,3401,16000,,"Gizarte Segurantza, enpresaren kontura",43034,43034,341313.97
244003,3401,16500,,"Elkarkidetzako kuotak, Udalaren kontura",3829,3829,18972.17
244003,3411,22300,,Garraioa,28000,28000,42742.7
244003,3411,22602,,Kirol-sari eta -garaikurrak,1000,1000,1160.01
244003,3411,22606,,"Lankidetza-kontratuak, kirol-entitateekin",45000,44000,43240.01
244003,3411,22699,,Bestelako hainbat gastu - kirola,80000,80000,76308.55
244003,3411,22706,,Jarduera fisikoen programa,2808412,3335008.51,3309565.94
244003,3411,22722,,Kirolean berditasuna,0,0,3625
244003,3411,22724,,Natur ibilaldien programa,30000,30000,9438
244003,3411,22735,,“Kirol bidean” gazteentzako programak,70000,88000,72468.31
244003,3411,22768,,Kiroletako muntaketa berezien zerbitzua,24372,24372,11518.61
244003,3411,22769,,Deportivo Alaves babestea,400000,400000,400000
244003,3411,48111,,Hitzarmena Arabako Pilota Federazioarekin,30000,30000,30000
244003,3411,48119,,Hitzarmena: ASPACE - Garun paralisia,30000,30000,30000
244003,3411,48122,,Hitzarmena: ARASKI,110000,110000,110000
244003,3411,48122,R,Hitzarmena: ARASKI,0,4568.75,4568.75
244003,3411,48133,,Hitzarmena: Zuzenak,167000,167000,167000
244003,3411,48141,,Hitzarmena: APDEMA,27800,27800,27800
244003,3411,48142,,Hitzarmena: Autismo Araba,16200,16200,16200
244003,3411,48143,,Hitzarmena: Arabako atletismoaren federakuntza-maratoi erdia eta San Silvestre,17000,18000,14400
244003,3411,48143,R,Hitzarmena: Arabako atletismoaren federakuntza-maratoi erdia eta San Silvestre,0,3400,3400
244003,3411,48144,,Hitzarmena: Martin Fiz,32000,0,0
244003,3411,48145,,Hitzarmena:  Spanish Para-Badminton International Vitoria-Gasteiz txapelketa,15000,15000,15000
244003,3411,48146,,Hitzarmena: Araba World Tennis Tour-Open Grupo Amutio,15000,15000,12000
244003,3411,48147,,Hitzarmena: VIHALF,25000,30000,30000
244003,3411,48148,,Hitzarmena: Gaztedi,20000,20000,16600
244003,3411,48928,,Dirulaguntza: 5+11 fundazioaren saskibaloi atala,141000,141000,141000
244003,3411,48929,,Hitzarmena: Gloriosas,100000,100000,100000
244003,3411,48935,,Kirol-dirulaguntzen deialdi orokorra,370000,370000,315042.89
244003,3411,48935,R,Kirol-dirulaguntzen deialdi orokorra,0,74953.52,58874.76
244003,3411,48982,,Hitzarmena: Arabako herri kirolen federakuntza-La Blanca,11500,11500,9200
244003,3411,48982,R,Hitzarmena: Arabako herri kirolen federakuntza-La Blanca,0,2300,2300
244003,3411,48983,,Hitzarmena: Arabako eskupilota elkartea-La Blanca emakumezkoa,12500,12500,10000
244003,3411,62297,,Jarduera fisikoetarako ekipamenduan egindako inbertsioak,300000,180000,147419.5
244004,2381,22669,,"Genero ikuspegia aztertzea, kirolean",3000,0,0
244004,3401,12000,,Funtzionarioen oinarrizko ordainsariak,28556.31,28556.31,60835.16
244004,3401,12100,,Funtzionarioen ordainsari osagarriak,42247,42247,95408.62
244004,3401,14100,,Bestelako langileak,0,0,1984.83
244004,3401,16000,,"Gizarte Segurantza, enpresaren kontura",20838,20838,43486.35
244004,3401,16500,,"Elkarkidetzako kuotak, Udalaren kontura",457,457,2288.16
244004,3411,22640,,Emakumezkoen Hiru Hiruburak babesa,12100,12100,12100
244004,3421,21200,,Makinak eta instalazioak onik zaintzea,30000,30000,24200.18
244004,3421,22115,,Berariazko material teknikoa,40000,40000,42868.71
244004,3421,22673,,Kirol ekitaldi handiak sustatzea hirian,25000,57000,52375.88
244004,3421,22674,,Kirol autoktonoa sustatzea,25000,25000,19150
244004,3421,22674,R,Kirol autoktonoa sustatzea,0,18150,18150
244004,3421,22686,,Kirol zerbitzuak,1900000,2137571.96,2065078.37
244004,3421,22686,R,Kirol zerbitzuak,0,2420,2420
244004,3421,62300,,Kiroleko material inbentariagarria,45000,45000,43216.23
244004,3421,62305,,Berariazko material teknikoa - Kirola,220000,71460,42288.18
244005,3401,12000,,Funtzionarioen oinarrizko ordainsariak,255617.53,255617.53,0
244005,3401,12100,,Funtzionarioen ordainsari osagarriak,323129,323129,0
244005,3401,14100,,Bestelako langileak,264112,264112,0
244005,3401,16000,,"Gizarte Segurantza, enpresaren kontura",269260,269260,0
244005,3401,16500,,"Elkarkidetzako kuotak, Udalaren kontura",13780,13780,0
244006,3401,12000,,Funtzionarioen oinarrizko ordainsariak,29966.04,29966.04,0
244006,3401,12100,,Funtzionarioen ordainsari osagarriak,50549,50549,0
244006,3401,16000,,"Gizarte Segurantza, enpresaren kontura",22886,22886,0
244006,3401,16500,,"Elkarkidetzako kuotak, Udalaren kontura",1956,1956,0
2450,2391,12000,,Funtzionarioen oinarrizko ordainsariak,85142.23,85142.23,77109.74
2450,2391,12100,,Funtzionarioen ordainsari osagarriak,102624,102624,93791.14
2450,2391,14100,,Bestelako langileak,50401,50401,44812.41
2450,2391,16000,,"Gizarte Segurantza, enpresaren kontura",69426,69426,68071.53
2450,2391,16500,,"Elkarkidetzako kuotak, Udalaren kontura",1357,1357,2908.5
2450,2391,22696,,Euskal Fondoaren kuota,11799,11799,11799.27
2450,2391,22699,,Bestelako hainbat gastu,3000,3000,583.02
2450,2391,22707,,Azterlanak eta lan teknikoak,55000,55000,3872
2450,2391,22799,,Kanpoko beste zenbait lan,104000,126055,110982.19
2450,2391,23002,,Joan-etorrietako gastuak,10000,10000,8643.39
2450,2391,48200,,Garapenean laguntzeko dirulaguntzak,1897055,1870000,1870000
2450,2391,48205,,Hitzarmena: Larrialdietarako Arabako Funtsa,170000,170000,170000
2450,2391,48206,,Hitzarmena: RASD-ren lagunen elkartea,320000,320000,320000
2450,2391,48207,,Hitzarmena: Euskal Fondoa,207000,207000,207000
2450,2391,48211,,Hitzarmena: GGKEen koordinakundea,24000,24000,24000
2450,2391,48212,,Hitzarmena: AFINIS - oporrak bakean,17000,17000,16999.84
2450,2391,48213,,Hitzarmena: bidezko merkataritza,90000,90000,90000
2450,2391,48215,,Hitzarmena: Afrika,20000,25000,25000
9005,9122,10000,,Zinegotzien oinarrizko ordainsariak,1983183.22,1983183.22,1893044.36
9005,9122,16000,,"Gizarte Segurantza, enpresaren kontura",504434,504434,479414.74
9005,9122,16500,,"Elkarkidetzako kuotak, Udalaren kontura",1187,1187,1543.49
9005,9122,22633,,Araudi organikoan jasotako diru-ordainak,638118,638118,607500
9015,2111,16109,,"Pentsioen osagarria, Arabako Mutua Forala",75000,75000,51320.89
